paper_id,title,reference,venue,year,n_citation,author
1744,A quantitative estimation technique for welding quality using local mean decomposition and support vector machine,-1,Journal of Intelligent Manufacturing,2016,50,Kuanfang He
1745,"Investor Sentiment, Beta, and the Cost of Equity Capital",-1,Management Science,2016,0,Constantinos Antoniou
1746,Modeling immersive media experiences by sensing impact on subjects,-1,Multimedia Tools and Applications,2016,50,Eleni Kroupi
1747,A delay-centric parallel multi-path routing protocol for cognitive radio ad hoc networks,-1,communications and mobile computing,2016,50,Shihong Zou
1748,"Connected learning in the library as a product of hacking, making, social diversity and messiness",-1,Interactive Learning Environments,2016,50,Mark Bilandzic
1749,Distributed monitoring and workflow management for goal-oriented workflows,-1,Concurrency and Computation: Practice and Experience,2016,4,Kai Jander
1750,Network Cost-Sharing without Anonymity,-1,electronic commerce,2016,4,Tim Roughgarden
1751,Understanding collaborative search for places of interest,-1,Journal of the Association for Information Science and Technology,2016,50,Misfer Aldosari
1752,A Prediction Region‐based Approach to Model Uncertainty for Multi‐response Optimization,-1,Quality and Reliability Engineering International,2016,0,Linhan Ouyang
1753,A fully-decentralized semantic mechanism for autonomous wireless sensor nodes,-1,Journal of Network and Computer Applications,2016,0,Atslands Rego da Rocha
1754,Solving a multi-objective dynamic stochastic districting and routing problem with a co-evolutionary algorithm,-1,Computers & Operations Research,2016,10,Hongtao Lei
1755,Spatial Organization of Firms and Location Choices Through the Value Chain,-1,Management Science,2016,50,Juan Alcacer
1756,Maximally node and SRLG-disjoint path pair of min-sum cost in GMPLS networks: a lexicographic approach,-1,Photonic Network Communications,2016,0,Teresa Gomes
1757,Effect of realistic sea surface movements in achieving full-view coverage camera sensor network,-1,International Journal of Communication Systems,2016,1,Mohamed Manoufali
1758,Discretionary Sanctions and Rewards in the Repeated Inspection Game,-1,Management Science,2016,0,Daniele Nosenzo
1759,Online tracking based on efficient transductive learning with sample matching costs,-1,Neurocomputing,2016,5,Peng Zhang
1760,Dyn-ARF: a rate adaptation mechanism sensitive to the network load over 802.11 WLANs,-1,Telecommunication Systems,2016,50,María Angeles Rodríguez Santos
1761,Logarithmic space and permutations,-1,Information & Computation,2016,24,Clément Aubert
1762,DAFNES: A distributed algorithm for network energy saving based on stress-centrality,-1,Computer Networks,2016,0,Federico Patota
1763,PSO-scaled fuzzy logic to load frequency control in hydrothermal power system,-1,soft computing,2016,50,V. Jeyalakshmi
1764,On the security of binary arithmetic coding based on interval shrinking,-1,Multimedia Tools and Applications,2016,0,Tao Xiang
1765,A class of optimal ternary cyclic codes and their duals,-1,Finite Fields and Their Applications,2016,0,Cuiling Fan
1766,Invariant color image watermarking approach using quaternion radial harmonic Fourier moments,-1,Multimedia Tools and Applications,2016,50,Pan-Pan Niu
1767,Protael: protein data visualization library for the web,-1,Bioinformatics,2016,1,Mayya Sedova
1768,Mixed-Integer Linear Programming Heuristics for the PrePack Optimization Problem,-1,Discrete Optimization,2016,50,Matteo Fischetti
1769,Multiple attribute group decision-making methods based on trapezoidal fuzzy two-dimension linguistic power generalized aggregation operators,-1,soft computing,2016,50,Ye Li
1770,Gastric Cancer Regional Detection System,-1,Journal of Medical Systems,2016,0,Berkan Ural
1771,Towards Patterns for Heaps and Imperative Lambdas,-1,The Journal of Logic and Algebraic Programming,2016,0,David A. Naumann
1772,On the zero-free polynomial approximation problem,-1,Journal of Approximation Theory,2016,0,Arthur A. Danielyan
1773,Ramsey numbers of cubes versus cliques,-1,Combinatorica,2016,4,David Conlon
1774,Note on Semi-Linkage with Almost Prescribed Lengths in Large Graphs,-1,Graphs and Combinatorics,2016,0,Emily Chizmar
1775,The dynamics of cumulative step size adaptation on the ellipsoid model,-1,Evolutionary Computation,2016,50,Hans-Georg Beyer
1776,The PCHIP subdivision scheme,-1,Applied Mathematics and Computation,2016,1,Francesc Aràndiga
1777,Bootstrapping Analysis of Lifetime Data with Subsampling,-1,Quality and Reliability Engineering International,2016,50,Guodong Wang
1778,Reassembling Trees for the Traveling Salesman,-1,SIAM Journal on Discrete Mathematics,2016,50,Jens Vygen
1779,Distant Speaker Recognition: An Overview,-1,International Journal of Humanoid Robotics,2016,50,Mohammad Ali Nematollahi
1781,Pansharpening Image Fusion Using Cross-Channel Correlation: A Framelet-Based Approach,-1,Journal of Mathematical Imaging and Vision,2016,1,Likun Hou
1782,Merging of Bézier curves with box constraints,-1,Journal of Computational and Applied Mathematics,2016,50,Przemysław Gospodarczyk
1783,An improved adaptive differential evolution algorithm for continuous optimization,-1,Expert Systems With Applications,2016,26,Wenchao Yi
1784,Balancing the arrival times of users in a two-stage location problem,-1,Annals of Operations Research,2016,0,Maria Barbati
1785,On adaptive distortion control in reversible watermarking using modified reversible contrast mapping,-1,Multimedia Tools and Applications,2016,0,Santi P. Maity
1787,Open-vocabulary recognition of machine-printed Arabic text using hidden Markov models,-1,Pattern Recognition,2016,13,Irfan Ahmad
1788,Vulnerability-constrained multiple minimum cost paths for multi-source wireless sensor networks,-1,Security and Communication Networks,2016,50,Wei An
1789,An ID‐based node key management scheme based on PTPM in MANETs,-1,Security and Communication Networks,2016,0,Guang Yang
1792,Persuasive narrative advertisement generator: A microenterprise service innovation perspective,-1,Information Systems Frontiers,2016,0,Soe-Tsyr Daphne Yuan
1793,GRASP with path relinking for commercial districting,-1,Expert Systems With Applications,2016,3,Roger Z. Ríos-Mercado
1794,CUSUM algorithm for detecting translations in gamma distributions,-1,Quality and Reliability Engineering International,2016,1,Daniel R. Jeske
1795,ConnectomeDB-Sharing human brain connectivity data,-1,NeuroImage,2016,31,Michael R. Hodge
1796,Learning from Multiple Sources for Video Summarisation,-1,International Journal of Computer Vision,2016,50,Xiatian Zhu
1797,On Switching Stabilizability for Continuous-Time Switched Linear Systems,-1,IEEE Transactions on Automatic Control,2016,50,Yueyun Lu
1798,Experiments on Socio-Technical Systems: The Problem of Control,-1,Science and Engineering Ethics,2016,50,Peter Kroes
1799,"Light on the infinite group relaxation II: sufficient conditions for extremality, sequences, and algorithms",-1,A Quarterly Journal of Operations Research,2016,50,Amitabh Basu
1800,Stochastic Averaging in Discrete Time and its Applications to Extremum Seeking,-1,IEEE Transactions on Automatic Control,2016,1,Shu-Jun Liu
1801,Phase II Shewhart‐type Control Charts for Monitoring Times Between Events and Effects of Parameter Estimation,-1,Quality and Reliability Engineering International,2016,1,Nirpeksh kumar
1802,Small bi-regular graphs of even girth,-1,Discrete Mathematics,2016,0,Gabriela Araujo-Pardo
1803,Necessary conditions for reversed Dickson polynomials of the second kind to be permutational,-1,Finite Fields and Their Applications,2016,1,Shaofang Hong
1804,An early congestion feedback and rate adjustment schemes for many-to-one communication in cloud-based data center networks,-1,Photonic Network Communications,2016,0,Prasanthi Sreekumari
1805,Physician perspectives of CYP2C19 and clopidogrel drug-gene interaction active clinical decision support alerts,-1,International Journal of Medical Informatics,2016,50,Adam A. Nishimura
1806,Phase transitions in group testing,-1,symposium on discrete algorithms,2016,24,Jonathan Scarlett
1808,A comprehensive evaluation of random vector functional link networks,-1,Information Sciences,2016,50,Le Zhang
1809,Service-differentiated downlink flow scheduling to support QoS in long term evolution,-1,Computer Networks,2016,0,You-Chiun Wang
1810,Fast coding unit partitioning method based on edge detection for HEVC intra-coding,-1,"Signal, Image and Video Processing",2016,50,Fatma Belghith
1811,Green Computing in WAN Through Intensified Teredo IPv6 Tunneling to Route Multifarious Symmetric NAT,-1,Wireless Personal Communications,2016,50,Sheryl Radley
1812,Practical verification of decision-making in agent-based autonomous systems,-1,automated software engineering,2016,50,Louise A. Dennis
1813,Excluded Minors and the Ribbon Graphs of Knots,-1,Journal of Graph Theory,2016,1,Iain Moffatt
1814,Evaluation of Land Suitability for Urban Land-Use Planning: Case Study Dhaka City,-1,Transactions in Gis,2016,50,Kazi Masel Ullah
1815,The state of L-Schools: Intellectual diversity and faculty composition,-1,Journal of Librarianship and Information Science,2016,1,Irene Lopatovska
1816,On the Hardness of the Decoding and the Minimum Distance Problems for Rank Codes,-1,IEEE Transactions on Information Theory,2016,50,Philippe Gaborit
1817,Co-Clustering Under the Maximum Norm,-1,Algorithms,2016,0,Laurent Bulteau
1818,Mutual synchronization behavior for chaotic systems via limited capacity communication channels,-1,Complexity,2016,50,Da Lin
1819,Hybrid Overlay/Underlay Cognitive Radio Network With MC-CDMA,-1,IEEE Transactions on Vehicular Technology,2016,0,Fahimeh Jasbi
1820,Learning and efficiency in games with dynamic population,-1,symposium on discrete algorithms,2016,1,Thodoris Lykouris
1821,The phase transition in site percolation on pseudo-random graphs,-1,Electronic Journal of Combinatorics,2016,2,Michael Krivelevich
1822,Protein residue networks from a local search perspective,-1,Journal of Complex Networks,2016,50,Susan Khor
1823,Abnormal time course of low beta modulation in non-fluent preschool children: A magnetoencephalographic study of rhythm tracking.,-1,NeuroImage,2016,0,Andrew C. Etchell
1824,Distributed Linear Precoding and User Selection in Coordinated Multicell Systems,-1,IEEE Transactions on Vehicular Technology,2016,50,Eduardo D. Castañeda
1825,A short proof of the equivalence of left and right convergence for sparse graphs,-1,European Journal of Combinatorics,2016,50,László Miklós Lovász
1826,Copula regression spline models for binary outcomes,-1,Statistics and Computing,2016,50,Rosalba Radice
1827,"Visualizing the ""Heartbeat"" of a City with Tweets",-1,Complexity,2016,50,Urbano França
1828,Large-scale Machine Learning for Metagenomics Sequence Classification,-1,Bioinformatics,2016,50,Kevin Vervier
1829,Just a Cog in the Machine? The Individual Responsibility of Researchers in Nanotechnology is a Duty to Collectivize,-1,Science and Engineering Ethics,2016,50,Shannon L. Spruit
1830,Transients of platoons with asymmetric and different Laplacians,-1,Systems & Control Letters,2016,50,Ivo Herman
1832,Delay-dependent stability and stabilisation of continuous 2D delayed systems with saturating control,-1,International Journal of Systems Science,2016,1,Abdelaziz Hmamed
1833,Maximal Accessibility Network Design in the Public Sector,-1,Transportation Science,2016,1,Robert Aboolian
1835,Robust fuzzy clustering using nonsymmetric student's t finite mixture model for MR image segmentation,-1,Neurocomputing,2016,1,Hongqing Zhu
1836,Risk Assessment of Railway Transportation Systems using Timed Fault Trees,-1,Quality and Reliability Engineering International,2016,3,Zhaoguang Peng
1837,Recursive Inspection Games,-1,Mathematics of Operations Research,2016,50,von Stengel
1838,The two-unicast problem,-1,IEEE Transactions on Information Theory,2016,50,Sudeep Kamath
1839,Maximizing level of confidence for non-equidistant Checkpointing,-1,asia and south pacific design automation conference,2016,1,Dimitar Nikolov
